,hotel_name,review_rating_score,pos_review_content,neg_review_content
409,Хотел Грийн Лайф Ресорт,7,"Изключително приятни общи части, зеленина, тишина и спокойствие","Една от вечерите нямаше вода в стаята и от рецепция отказаха съдействие. Не пожелаха нито да ни преместят, нито извикаха техник. На сутринта отидох на рецепция и жената от новата смяна не изхлеждаше да е запозната със случая, че няма вода в студиото ни…"
410,Хотел Грийн Лайф Ресорт,7,"Комплексът е идеален за семейства с деца, общите площи са поддържани много добре. В комплекса има всичко необходимо( магазин, ресторант, паркинг и т.н.)","Апартаментът в който бяхме беше леко овехтял, чистотата в апартамента не е на необходимото ниво."
411,Хотел Грийн Лайф Ресорт,7,Комплексът е много подходящ за деца. Разположението на сградите предоставя тишина и спокойствие. Наличието на супермаркет и ресторант в комплекса е много удобно.,"Липсата на достатъчно табели, които да указват коя сграда къде се намира."
412,Хотел Грийн Лайф Ресорт,7,"Хареса ми големината на апартамента, голямата тераса, разположението и близостта до плажа! Комплексът, който предлага разнообразие за възрастните и децата.","Единствено не ни хареса фактът, че заплатихме апартамент за трима възрастни, но на плажа ни се полагаше само един чадър с два шезлонга! В случая, за дете на 11 години, трябва да си заплатиш шезлонг и чадър допълнително или един човек да стои прав. Разминаваха  се и рецепционистите с информацията."
413,Хотел Грийн Лайф Ресорт,7,,"Организацията с шезлонгите и чадъра, които се полагат от хотела не е измислена както трябва. В повечето случаи ти казват, че няма места. Всяка стая си има номерче и според мен трябва да си има и такова за шезлонгите и чадъра, а не половината от тях да стоят празни с оставени хавлии на тях от предишния ден.."
414,Хотел Грийн Лайф Ресорт,7,"Апартаментът беше с добри размери и добро местоположение. Много близко до плажа и това, че шезлонга и чадаъра бяха включени в цената е предимство.","В кунхненската част нямаше достатъчно чинии. Чершафите бяха доста захабени, дивна също може да се изпере и да се почисти по обстойно."
415,Хотел Грийн Лайф Ресорт,7,,"Има нужда от освежителен ремонт и подмяна на 
обзавеждането (мебели, баня, перде в банята)."
416,Хотел Грийн Лайф Ресорт,7,"Страхотрн комплекс , удобен , с просторни стаи.",Беше недопустимо стаите да се почистват на 3 дни и четшафите фа не де сменят нито веднъж за едноседмичен престой
417,Хотел Грийн Лайф Ресорт,7,,"Не отговарят снимките, които са публикувани на сайта на booking. Резервирахме си апартамент с една спалня и получихме такъв но със съвсем друго оборудване и визия . Когато питахме да не е станало объркване със стаите при настаняване, от рецепцията ни отговориха, че не могат да снимат всички апартаменти и затова са снимали един и че снимките, които са публикувани на обявата всъщност не отговарят на това, което накрая получавате. Добре е все пак, че мястото е приятно за почивка и изкарахме страхотна седмица."
418,Хотел Грийн Лайф Ресорт,7,"Резортът е разположен на идеално място-в близост до морето! 
Комплексът е затворен, с басейни и паркинг!","В сградата, която бяхме настанени нямаше асансьор, което беше неудобство, имайки превид, че бяхме с бебешка количка! за 7-дневен престой, апартаментът ни беше почистен два пъти."
419,Хотел Грийн Лайф Ресорт,7,"Резервацията ни беше без закускаРесторанта посетихме за обяд и вечеряПерсонала на ресторанта на много добро ниво, както и хранатаЛипсваше ни диетичен хляб, тъй като съпругът ми е диабетикМоже да се помисли в тази посока","Миризмата сутрин и вечер от аспиратора на съседните стаиВ тях явно се приготвяше храна и в апартамента ни се разнасяше ужасна миризма на лук и пърженоОтвеждането на аспиратора в отдушника явно не е на добро ниво"
420,Хотел Грийн Лайф Ресорт,7,,"ресторанта е прекалено скъп, и е само един,нямаше осигурена закуска"
421,Хотел Грийн Лайф Ресорт,7,,Добро разположение
422,Хотел Грийн Лайф Ресорт,7,"Комплексът е близо до плажа.Има голям паркинг.Външната част се поддържа добре.Почистват стаите на 3-тия ден и персонала беше любезен.
С картата от стаята ,ползваш два чадъра и шезлонг ,както и отстъпка на един от баровете","Стаята чиста ,но имам доста дребни забележки,които правят впечатление.Имаше петна по пердетата .Капака на тоалетната чиния постоянно падаше ,а матракът не беше удобен ."
423,Саргас Созопол,8,Добро местоположение на сравнително спокойна уличка. Чиста стая и баня.,"Беше горещо, а климатикът работи точно над спалнята и е невъзможно да се спи с него. Контактите не са до леглото, а зад него и трудно се достъпват. Матракът на места е пропаднал. Възглавниците са с дунапрен и неудобни. Стаята е твърде малка за двама, камо ли за трима. Вътре няма масичка, на която например да се разположи лаптоп, а на терасата няма как да се седне, защото цял ден грее слънце. Гледката е към стената на съседната кооперация. Давам нелоша оценка заради чистотата."
424,Саргас Созопол,8,"Всичко ми хареса, но най - много това,  че всеки ден сменяха спално бельо и чистиха.  За такъв клас хотел обслужването е много над нивото.","Само стълбите 😀
Ние бяхме на последния етаж и с куфарите е доста изкачване, особено когато имаш много багаж"
425,Саргас Созопол,8,"Добра локация имаше всичко необходимо, беше тихо и спокойно.","Леглото и възглавниците ме счупиха, бяха много много неудобни."
426,Саргас Созопол,8,,климатика не работеше както трябва
427,Саргас Созопол,8,Всичко е 6,"Не ми хареса, че климатикът е поставен срещу леглото 🙃"
428,Саргас Созопол,8,Добра локация и любезно обслужване.,Бях на висок етаж без асансьор.
429,Саргас Созопол,8,"Много добро местоположение, наистина 50м до плажа, всеки ден се почистваше, голяма чистота,чаршафи те и кърпите искряха от чистота, и ги смениха на третия ден, администраторката и камериерка та постоянно ни питаха дали имаме нужда от нещо. Бих отишла отново стая 102,Благодаря им!",Само матрака!
430,Саргас Созопол,8,Не предлагаха,За тази цена и закуска
431,Саргас Созопол,8,Благодаря!,Всичко е ок.
432,Саргас Созопол,8,"Чистота, локация, любезен персонал!",
433,Саргас Созопол,8,"Удобен, чист и спретнат",Строежът на недовършена сграда точно пред терасите на хотела
434,Саргас Созопол,8,"Мястото беше изключително чисто, всеки ден се поддържаше. Локацията е точно до Централният плаж. Имаше бърз интернет. Банята беше голяма и хубава.","За съжаление, много се чуват заведенията отвън. Музиката не спираше до 4 часа през нощта. Съседите също се чуваха много, макар да не са били шумни, просто сякаш споделяхме една стая."
435,Саргас Созопол,8,"местоположението е чудесно, в близост до плаж, център, магазини, ресторанти. Има всичко необходимо съвсем наблизо. Закуска няма и не сме искали.","Бяхме трима, в ""стая за 3-ма"" човека, но третото място е за дете, което не бе обозначено. Ползвахме и сме доволни, но не трябва да има неясноти преди настаняване."
436,Саргас Созопол,8,"Огромна тераса , всекидневно почистване на стаята,страхотна локация !",
437,Саргас Созопол,8,,"в 14,00 не беше готова стаята ни, изчакахме половин час.. дадоха ни по-голяма стая, за да ни компенсират за чакането явно. няма паркинг... в този град това е ад. скъсахме си нервите да намерим място. бяхме за концерт за една нощ и за целта е ок. тоалетната миришеше ужасно.  персонала е мил."
438,Саргас Созопол,8,Локацията беше перфектна,"5 етажа по стълбите, мравки в стаята, не хубаво работещ климатик, неудобно твърдо легло"
439,Саргас Созопол,8,Абсолютно нищо,"Ходя на море всяка седмица от много години, по ужасно място отдавна не бях виждал. Всичко е старо, износено, дори нямат двоен чаршаф за леглото а са сложили два единични които се застъпват. С две думи мястото е пълна трагедия."
440,Саргас Созопол,8,Пракрасно и удобно за почивка!,
441,Саргас Созопол,8,"Всичко беше на ниво, чисто, вежлив персонал",Няма такова нещо
442,Саргас Созопол,8,,"Няма асансьор, много топло в коридорите,"
443,Саргас Созопол,8,Много чисто и удобно.Имале всичко необходимо.Изключително близко до централния плаж.,
444,Саргас Созопол,8,"Разположението на хотела, близо до плажа и главната","Матрак на спалнята беше адски твърд  и имаше постоянно лоша миризма в банята, без асансьор бяхме на последен етаж, няма място за паркинг"
445,Саргас Созопол,8,Отношение персонал,Липса на тента/чадър на открита тераса
446,Саргас Созопол,8,Хотела е близо до плажа и е на център,"Че в стаите се чисти само кошчето, но не се мие пода.А знаете ,че на море има пясък и е не приятно."
447,Вила Калиопе в к-с Созополис,10,Много спокойно и приятно място с уникална гледка.,
448,Вила Калиопе в к-с Созополис,10,"Къщата е прекрасна и има всички удобства, има и гледка към морето. Комплексът е добре поддържан и прави приятно впечатление. Ние бяхме за нова година и беше топло. Препоръчвам я горещо.",
449,Сеемен хотел Музите,9,"Чисто, удобни легла 
и в близост до плаж Хармани!","Обслужването в ресторанта за вечеря се бавеше,  когато имаше повече клиенти в ресторанта!"
450,Сеемен хотел Музите,9,"Супер локация, хубав и чист басейн, добра закуска, любезен персонал, ежедневно почистване, удобни матраци. Всяка вечер имаше прясна риба. Домашните десерти (особено портокаловия пай) са страхотни.","Малко бавно обслужване на вечеря, много прах в климатика на стаята."
451,Сеемен хотел Музите,9,"Прекрасен хотел, чисти стаи, удобни легла и мил персонал! Чист басейн и прекрасна градина около него. Всичко е чудесно!",
452,Сеемен хотел Музите,9,"Страхотен хотел , на тихо и спокойно място , близо до плажа и центъра. Персонала е изключително мил и отзивчив . Стаите са достатъчно големи , почистват се редовно и се сменят кърпите и чаршафите. Басейнът също е страхотен , чист и топъл . Закуската е на блок маса , вкусна и разнообразна. Храната която предлагат от менюто за обяд и вечеря също е много вкусна и на добри цени . Към хотела има и паркинг ,което за нас си беше голям плюс , тъй като паркирането в Созопол е доста трудно. Много сме доволни и силно препоръчваме !",
453,Сеемен хотел Музите,9,Много любезен персонал. Тихо и уютно. Препоръчвам.,
454,Сеемен хотел Музите,9,"Учтивият персонал, птиятната атмосфера, прекрасният апартамент, с изглед към морето и вкусната закуска.",
455,Сеемен хотел Музите,9,"Отношението на персонала, храната, стаите.",Чистотата на басейна.
456,Сеемен хотел Музите,9,,Само където в едната стая нямаше климатик иначе беше всичко ок
457,Сеемен хотел Музите,9,добра,съотношение цена-качество
458,Сеемен хотел Музите,9,Всичко. Прекрасни домакини.,
459,Сеемен хотел Музите,9,"Много любезен персонал, чисто, близо до плаж. Има паркинг.",
460,Сеемен хотел Музите,9,"много чисто, много любезен персонал,  храната беше страхотна, а закуската - в изобилие",
461,Сеемен хотел Музите,9,Много чисто и спокойно място. Храната в ресторанта беше вкусна. Бих го посетила отново.,
462,Сеемен хотел Музите,9,Всичко,
463,Сеемен хотел Музите,9,"Прекрасно малко хотелче с всичко необходимо за добър престой на семейство с малко дете. Стаята ни беше просторна и много чиста. Чисто и приветливо е и в общите части и басейна. Хотелът е доста близо до плажа, очевидно добре поддържан. Храната в бистрото към него е вкусна, предлагат някои много вкусни гръцки специалитети. Персоналът е любезен и отзивчив, особено сме впечатлени от дамата, която приготвя храната и която има подход към всеки посетител. Като цяло ще получите за парите си повече, отколкото сте очаквали. Бихме посетили хотела отново.",Няма такова.
464,Сеемен хотел Музите,9,Всичко,
465,Сеемен хотел Музите,9,"Много приятно място за почивка! На първо място много чисто и поддържано , разнообразна и вкусна храна, плажът е наблизо както и всичко друго, място за паркиране също. Бихме посетили отново, няма да сбъркате ако и вие го направите.",
466,Сеемен хотел Музите,9,Персонала е усмихнат и приветлив. Плаж Хармани е на 5 мин. Бамбо бийч идва малко по-далеч и е малък. Храната беше вкусна. Басейна чист. Стаята просторна. На 10 мин от пешеходната улица на Созопол и хранителния магазин. Тихо е. Всеки ден изхвърляха боклука на стаята. От тераса си хапвах смокини :-)),"Матрака на леглата ми се видя малко твърд. Но това е мое мнение. Преживява се. Няма комарници. Бяхме на 1 етаж и за нас беше добре, понеже сме с малко дете и количка. Няма асансьор. Хладилника не охлажда добре.  Чак на втория ден се изстудиха нещата. Гледката от терата беше към съседната вила и малко от морето. А от прозореца към едно буренясало  пространство."
467,Сеемен хотел Музите,9,"Закуската беше отлична, беше доста чисто, персонала беше много любезен, местоположението беше добро, на спокойно място",Паркинга пред хотела беше малък и влизането беше затруднено
468,Сеемен хотел Музите,9,"Страхотно място  за почивка.  Достатъчно големи стаи и балкони Хубава градина Напълно достатъчна и разнообразна закуска  Много готин домакин.","Матраците ни бяха малко  меки , но това все пак е индивидуално усещане."
469,Сеемен хотел Музите,9,"Спокойствие, чистота, любезни домакини, близост до два плажа-Харманите и Бамбо бийч",
470,Сеемен хотел Музите,9,"Удобно местоположение на пешеходно разстояние от Стария град, близо до плажа. Чисто.",Бяха пропуснали да заредят напълно стаята
471,Сеемен хотел Музите,9,"закуската е разнообразна и изобилнаплажът е наблизо","интернета можеше да е по-добърплажовете по- чисти"
472,Сеемен хотел Музите,9,,Присъствието на домашни любимци.
473,Семеен хотел Кандрови,9,"Пътувахме за концерт на Арена Созопол и локацията беше перфектна в това отношение. Бяхме на 3 мин. пешеходно разстояние. Също персоналът беше много мил и отзивчив. Стаята беше много удобна, чиста и просторна.","Единственото, което ме изненада беше, че закуската започваше от 8, а това е малко неудобно, защото има хора и малки деца, които са по-ранобудни. Но пък храната беше вкусна."
474,Семеен хотел Кандрови,9,"Страхотна локация , чисто хотелче със голяма и просторна тераса !!! Жената на рецепцията беше изключително мила , съдейства ни с такси.",
475,Семеен хотел Кандрови,9,"Много чисто, учтив и усмихнат персонал. Близост до плажа, има и безплатен паркинг.",Прекъсване на интернет връзката.
476,Семеен хотел Кандрови,9,Домакините бяха много гостоприемни! Хотелчето беше чисто и уютно. Разположението е отлично - 2 минути от плаж Хармани и 10 минути от центъра. Със сигурност ще се видим отново!,
477,Семеен хотел Кандрови,9,"Страхотна локация, приятни стаи. Паркинг",Полу-обща тераса със съседната стая.
478,Семеен хотел Кандрови,9,"Симпатично хотелче, много добро отношение на собствениците, супер локация и паркингът към хотела е голямо удобство.",
479,Семеен хотел Кандрови,9,"Стаите са просторни и удобни. 
Персоналът също беше отзивчив и приятелски настроен.",
480,Семеен хотел Кандрови,9,Изключително любезен и отзивчив  персонал .Добра локация .Чисти стаи .Място за паркиране към хотела .,
481,Семеен хотел Кандрови,9,"Хотелът има чудесно разположение, близо до плажа. Много чисто и приятно място. Стаята, в която бяхме настанени беше просторна и светла. Закуската е разнообразна и добре приготвена. Останахме очаровани от атмосферата и спокойствието, които предлагат. Ако имаме път към Созопол отново, със сигурност бихме отседнали в Кандрови!",
482,Семеен хотел Кандрови,9,Всичко,Нищо
483,Семеен хотел Кандрови,9,закуската - отлична локацията -чудесна,нищо -всичко беше ОК
484,Семеен хотел Кандрови,9,"Всичко е супер,местоположение,близо до супермаркети,заведения,закусвални.Близо до морето.Персонала много любезен,хигиената отлична,закуската разнообразна.","Няма нещо ,което не ни хареса!"
485,Семеен хотел Кандрови,9,"Домакините са изключително мили и отзивчиви хора.  Бяха там винаги, когато имахме нужда. Стаята беше чиста и удобна. Много ни хареса това, че е близо до плажа. Закуската беше вкусна и предлагаше по нещо за всеки вкус.",
486,Семеен хотел Кандрови,9,Всичко беше чудесна,Няма такова нещо
487,Семеен хотел Кандрови,9,Локацията,Н/А
488,Семеен хотел Кандрови,9,"Хотелът се намира  близо до плажа, центъра  и стария град. Има собствен паркинг.Персоналът  е загрижен и усмихнат.Препоръчвам!",
489,Семеен хотел Кандрови,9,Хотелът е много приятен. Стаите и общите части са чисти. Почистват в стаята всеки ден. Има много приятно кафене в дворчето. Басейнчето в задния двор е супер за по бира в края на деня. Собствениците са много приятни хора.,
490,Семеен хотел Кандрови,9,"Хотелът е много приятен, разположен е на чудесно място в Созопол, на 3 минути от плажа и около 10 от стария град. Персоналът беше много любезен, осигуриха ни парко място, бяха отзивчиви за всяко нещо, от което имахме нужда. Стаите са широки и с голяма тераса.","Единствената ми препоръка е, че би могъл да се сложи един моп в банята, за да се попива водата след къпане, тъй като банята, в която бяхме, беше с перде и всичко се мокреше."
491,Семеен хотел Кандрови,9,"Всичко! Удобно беше, отношението приветливо , приятелско ...  И хотелът се намира на идеално място, близо до центъра, до плажа, на 10тина минути пеша от стария град. Също за нас беше важно, че има и паркинг.","Няма нещо, което да не ни е харесало. Може би това, че няма асансьор, защото когато си с повече багаж е трудно, но не са чак толкова много етажите. Преживява се."
492,Семеен хотел Кандрови,9,Стаите са чисти просторни и локацията е топ. Персонала е гостоприемен и усмихнат.,Няма такова
493,Семеен хотел Кандрови,9,Обзавеждане,
494,Семеен хотел Кандрови,9,"Прекрасен хотел,много сме доволни и от чистотата и от удобствата и от локацията.Прекрасеннннн хотел.",
495,Семеен хотел Кандрови,9,Много чист хотел с приветливи и отзивчиви собственици! Закуската е отлична. Паркоместа са на разположение!,
496,Семеен хотел Кандрови,9,Чисто и спретнато.,
497,Семеен хотел Морска звезда,7,"Дтаята беше много чиста и приятна, разположението на хотела, също-много близо до плаж Харманите в новия град. Леглата бяха неудобни, но иначе всичко друго беше на ниво. Стаята я чистеха редовно всеки ден!","Матраците на леглата бяха изключително неудобни, особено едно от тях- с разтегнати пружини. Имахме болки в кръста сутрин."
498,Комплекс Аполон 1 и 2,8,Многи удобно легло и възглавници! За пръв път се наспивам толкова добре в хотел :),
499,Комплекс Аполон 1 и 2,8,"Много ми хареса комплекс Аполон с всички удобства,много чисто и приветлив персонал със сигурност ще отидем пак. Има три басейна изключително чисти с шезлонги с чадъри ние се прекарахме страхотно.",
500,Комплекс Аполон 1 и 2,8,"Чисто и хубаво студио, оборудвано с всичко, което ни е необходимо за кратък престой. Персоналът е усмихнат и вежлив, комуникацията с тях - страхотна. Има собствени паркоместа отвън, както и зад бариера. Басейнът е прекрасен, а атмосферата около него релаксираща и приятна. Не се чува градската шумотевица. Огромен плюс за нас е, че можем да го посещаваме с домашния си любимец, като наоколо има и къде да го разхождаме. Посещаваме мястото за пореден път и ще го направим отново.","Единственият минус беше, че в студиото, в което бяхме настанени, нямаше огледало в цял ръст."
501,Комплекс Аполон 1 и 2,8,"Чистота, отношение и спокойствие",
502,Комплекс Аполон 1 и 2,8,,Едно нещо - липсва кафеварка .
503,Комплекс Аполон 1 и 2,8,Гледката е уникална.,
504,Комплекс Аполон 1 и 2,8,"Апартамент,басейни чисти , отзивчив  персонал.",
505,Комплекс Аполон 1 и 2,8,Персоналът беше много мил и отзивчив. Беше много чисто и след втория ден стаите отново бяха почистени. Има два басейна и никога не е било пренаселено на тях.,Локацията беше далеч и от плажа и от центъра. Наложи се да използваме таксита и колите си.
506,Комплекс Аполон 1 и 2,8,"Перфектно за почивка,много спокойно,в тиха уличка,далече от шума в центъра.Има всички удобства за един прекрасен престой.10 от 10 ⭐️",
507,Комплекс Аполон 1 и 2,8,Всичко,
508,Комплекс Аполон 1 и 2,8,Чудесно място с изключителни домакини. Перфектни както винаги! Благодарим ви!,
509,Комплекс Аполон 1 и 2,8,"Хотелът, както и стаята бяха чудесни. Не ми хареса разположението - твърде далеч е от центъра на града и тротоарите в района бяха неприемливи.",Инфраструктурата
510,Комплекс Аполон 1 и 2,8,Страхотен дуплекс апартамент! Тераси с прекрасна гледка!,"Не успяхме да включим телевизора на долния етаж, а този на горния имаше само един канал."
511,Комплекс Аполон 1 и 2,8,Всичко беше добре .,Времето
512,Комплекс Аполон 1 и 2,8,"Много удобно и чисто място, персонала беше много любезен",
513,Комплекс Аполон 1 и 2,8,"Апартамента чист, с прекрасна гледка към морето и басейните.  Оборудван с всичко, което е необходимо за приятно прекарване.","Плажа е малко отдалечен, но с кола за 5 мин са плаж  Каваци или Харманите"
514,Комплекс Аполон 1 и 2,8,"Апартамента е отличен,басейни винаги  чисти,разположение-на спокойно място.",
515,Комплекс Аполон 1 и 2,8,супер,
516,Комплекс Аполон 1 и 2,8,"Чистотата на басейна, хигиената в стаите, тишината и спазването на часовете за почивка.","Не очаквах и в двете спални да има по две отделни легла.
Оттичането на водата в едната баня беше затруднено. 
Ако имаше ресторант в комплекса, щеше да е перфектно!"
517,Комплекс Аполон 1 и 2,8,Хареса ми спокойствието и доброто отношение! Прекрасно място за почивка със семейството! Препоръчвам,Няма такова.
518,Комплекс Аполон 1 и 2,8,Невероятно мил и услужлив персонал! Гледката и локацията за супер. Басейните бяха чисти и топли. Леглото в стаята беше удобно. Определено ще се върнем пак! :),"Единственият минус, който забелязах е, че в нашата стая нямаше голямо огледало и поставка за шампоани в душ кабината."
519,Комплекс Аполон 1 и 2,8,"Много приятно място, пресонала е много отзивчив,много чисто ,всички са много коректни,апартаментите се почистват редовно ,останахме много доволни,и ще го посетим отново",
520,Комплекс Аполон 1 и 2,8,"Просторен, чист апартамент с прекрасна гледка.","Контактите не са обезопасени и ниско разположени, което ги прави лесно достъпни за малки деца."
521,Комплекс Аполон 1 и 2,8,"Имаше паркинг, апартамента беше като на снимките, 2 спални, 2 всекидневни, 2 бани с 3 тераси, гледката е страхотна. Персонала беше отзивчив и съдействащ при нужда 😊 Басейните бяха поддържани.","Не е близко до центъра или плажовете, но ние бяхме с кола и не беше проблем. Едната вечер имаше шумни гости, които прибирайки се в 3 часа от някъде се караха час и половина на басейна, общо взето целият комплекс ехтеше от техният скандал, охраната и гостите правиха забележка, но ефект нулев. Банята на 2рият етаж е доста малка, така че ако сте повече хора или ще трябва да се чакате на 1ната баня или да опитате да се къпете с наведена глава, понеже тавана е скосен и нисък в другата. Носете си принадлежности за баня не разчитайте на тези от комплекса, понеже са като тестери в пакетче."
522,Стаи за гости Синева,9,"Добро местоположение, отлична гледка към брега и морето, чисто и уютно.",За краткия ни престой нямаме забележки.
523,Стаи за гости Синева,9,Гледката,"Няма паркинг, а на платения паркинг никога няма места.
Няма асансьор, ако сте с малко дете, става доста кофти, ако сте на горните етажи.
Стаята не беше чиста, бяхам сменени само чаршафите,"
524,Стаи за гости Синева,9,"Всичко беше чудесно, чисто и удобно.",Няма контакти до леглото
525,Стаи за гости Синева,9,Добро мьсто за цената! Препоръчвам ви го!,
526,Стаи за гости Синева,9,Разположението,"Неудобен душ, липса на кърпи за лице и парола за безжичния интернет"
527,Стаи за гости Синева,9,Стаята е просторна и има страхотна гледка към морето.,"Няма много удобства в стаята. Банята разполага с душкабина, която е в лошо състояние.Напускането на стаята е до 10ч, което е твърде рано."
528,Стаи за гости Синева,9,"Мястото е прекрасно, като местоположение и изглед към морето. Стаята е достатъчно просторна и удобна за двама. Има платен паркинг съвсем наблизо.","Единственото неудобство е, че няма асансьор за по- горните етажи. Друго - поправимо неудобство беше, че в стаята имаше недобро оттичане на водата в банята, тъй като сифоните на мивката и душа бяха позапушени."
529,Стаи за гости Синева,9,Гледката,"Удобствата, проблем с климатика и малък телевизор"
530,Стаи за гости Синева,9,"Гледката е уникална, стаята е просторна, като цяло е чисто.","Нямаше кърпи за лице и ръце, тоалетната хартия беше само 1 роло за 4 дни, нямаше шампоанчета , душслушалката беше счупена, единия матрак беше доста неудобен ( може би е продънен)."
531,Стаи за гости Синева,9,Чисто и приятно място,Климатиците трябва да се почистят. Липсват шампуан и душ гел в стаите.
532,Стаи за гости Синева,9,"Разположение, цена",
533,Стаи за гости Синева,9,Гледката,"Нямахме тоалетна хартия, но се случва, края на сезона е!"
534,Стаи за гости Синева,9,Хубава стая. Голяма тераса.Чисто и просторно.,"Не бяхме информирани предварително , че стаята е на 4-ти етаж в сграда без асансьор. Може би при други обстоятелства нямаше да е проблем но за мен и бременната ми жена беше неприятно това катерене на стълби."
535,Стаи за гости Синева,9,"Стаята разполага с всичко необходимо за кратък престой. Голямата тераса компенсира малкия размер на стаята. Гледката беше към съседния хотел, но мястото беше тихо и спокойно през целия ден. До центъра на стария град се стига за 10-15 минути по приятен път.",
536,Стаи за гости Синева,9,"Стаята беше просторна и чиста, локацията е повече от страхотна.","Имаше само едно руло тоалетна хартия, което не ни стигна, и също така щеше да е хубаво поне кърпите да се сменят веднъж и да се почисти."
537,Стаи за гости Синева,9,"Местоположение ,гледка,налични удобства",Има какво да се желае относно хигиената и телевизорът е за смяна.
538,Стаи за гости Синева,9,"Нови и поддържани частни  стаи с феноменален изглед към морето. Много удобни легла и много близо и до двата плажа (Централния и Хармани) на Созопол. Любезна и отзивчива жена по поддръжка. Работещ телевизор с много канали - българска, украинска, немса, руска, английска телевизия. Имахме дори интернет (wifi) в стаята ! Всичко супер.","Бяха забравили да почистят нашата стая като пристигнахме, но много бързо се отзоваха на нашето обаждане и я оправиха. Душа в банята има черни петна, не е чист долу, но на нас не ни пречеше."
